"","start_distance_to_shore_m","end_distance_to_shore_m","depth_min_m","depth_max_m","structural_complexity_0to5","breeding_biomass_kgha_side","Herb_biomass","InvMob_biomass","Omnivr_biomass","Plktiv_biomass","FisCep_biomass","InvSes_biomass","sum_fish_biomass","shannon","evenness","sum_dens","PD","SR","rel_bio_TL1","rel_bio_TL2","rel_bio_TL3","rel_bio_TL4","rel_bio_TL5","Herb_density","InvMob_density","Omnivr_density","Plktiv_density","FisCep_density","InvSes_density"
"FisCep_biomass",-0.193434092881284,-0.240972477591724,-0.0308627700586719,0.27115899568488,0.21460699754341,-0.0462505007962982,-0.135674812446612,0.00306440332575108,0.250486739515509,0.211596123454166,1,0.168146160457274,0.215382740891814,-0.0842901992760652,-0.136373989772852,0.188284850338885,0.0638344749873432,0.0742019717086891,-0.281098464496183,-0.10258489137432,-0.300702374966273,0.057309697046502,0.922334995387175,0.185671958939672,-0.00397556888867346,0.253169104357228,-0.136016428215784,0.583341151429967,0.108299093956098
"InvSes_biomass",-0.0975411902607398,-0.0560176471023197,0.463062705817569,0.07079803936607,0.38140929941119,-0.225374141362681,-0.00972454146511828,-0.0595115100295681,-0.139044128944959,0.214085737994263,0.168146160457274,1,-0.0070676278949292,0.263471457654572,0.167365791082746,-0.126492514382146,0.235168051767968,0.161811485952937,-0.0655952216618895,-0.120692176954208,0.108877211883557,0.013987417162414,0.2102363982347,-0.189271356045119,-0.0569160607461134,-0.0249864785737374,-0.163093062265754,0.0633327985110684,0.928807308162858
"sum_fish_biomass",0.193449853802553,0.217529767127485,0.219815228701761,0.279660317938078,0.386640255309446,-0.255052067420096,0.744849620967873,0.62696469314297,0.538236270925737,-0.185817234068906,0.215382740891814,-0.0070676278949292,1,-0.121421352719213,-0.377489627606365,0.782688140238152,0.349110117178755,0.49546665305183,0.344583795105122,-0.40513651721311,-0.0190787026367988,-0.125701468548596,-0.0292484077296931,0.719634622653962,0.0312672961784854,0.685416792444419,0.218171266817038,0.178902518309597,-0.0066743417191089
"shannon",0.0175444736132464,0.0619201588026516,0.143419118526515,-0.0729365540906455,-0.00618704359676496,0.273077700569634,0.104559258767276,-0.177712275029218,-0.291891681212059,-0.168859723857991,-0.0842901992760652,0.263471457654572,-0.121421352719213,1,0.860290325956238,-0.439202200932877,0.28686918340563,0.301240303380583,0.0469904992204892,0.112735187666416,0.396433699251846,-0.463468032384328,-0.0233001062824446,-0.105472461195288,-0.153018997663843,-0.583710594073664,0.0229633153286974,-0.338725560682629,0.199597760859564
"evenness",-0.107567452720803,-0.124221170008248,-0.0311061361508057,-0.228449111628193,-0.267716077062695,0.357376169982837,0.0213629895727382,-0.435951248537613,-0.53845192614006,-0.109946986974751,-0.136373989772852,0.167365791082746,-0.377489627606365,0.860290325956238,1,-0.70822429856287,-0.174630127272309,-0.217094132270756,-0.0865657350823897,0.399808854829516,0.310845706361647,-0.51226151286671,-0.00631741441051622,-0.153758510331485,-0.0709143713841511,-0.82987962527102,-0.214668896988805,-0.381167365317905,0.0420007839547412
"sum_dens",0.0972733152624496,0.19411359213986,0.26994547281894,0.179763272322362,0.288259132554133,-0.215044770179556,0.327560456993742,0.710020108602712,0.696817262765752,-0.132591265279143,0.188284850338885,-0.126492514382146,0.782688140238152,-0.439202200932877,-0.70822429856287,1,0.417191162416193,0.54885646305744,0.255630998115896,-0.430211615579771,-0.0178889388398076,0.0684572227686979,-0.0282062329575577,0.563323577730616,0.301744330633195,0.867687728837352,0.475377991622982,0.306487756626657,-0.00665462671893823
"PD",0.265020136013968,0.39469959066908,0.274233740240743,0.103985952098303,0.368301764478122,-0.00488535033997583,-0.0433668493382573,0.551608809929974,0.418022177671448,0.116012507798204,0.0638344749873432,0.235168051767968,0.349110117178755,0.28686918340563,-0.174630127272309,0.417191162416193,1,0.888888004845269,-0.00847525416926996,-0.347038261908018,0.288338280382239,0.224745849705037,0.0138753606615928,-0.122279088545873,0.0124650970901385,0.36680373858991,0.493439949869382,0.0693010220981449,0.334403485073754
"SR",0.271536118568168,0.40879103826954,0.358998571693671,0.228986567124639,0.4525667563152,-0.0834573561682517,0.159601416876542,0.517059125693645,0.482856110920284,-0.133575601521763,0.0742019717086891,0.161811485952937,0.49546665305183,0.301240303380583,-0.217094132270756,0.54885646305744,0.888888004845269,1,0.232660758888607,-0.473243432224411,0.226520587691125,0.020395056353821,-0.0511094635797453,0.120180875896746,-0.0283299486502956,0.453705204614633,0.504231162738749,0.0441048392279184,0.283174667396228
"rel_bio_TL1",-0.233095012412448,-0.24039562992103,0.0539208769163799,0.0153218403696418,0.0743536346822488,-0.414118605826757,0.382668201718519,-0.120689418268966,0.462899455041641,-0.423296206645031,-0.281098464496183,-0.0655952216618895,0.344583795105122,0.0469904992204892,-0.0865657350823897,0.255630998115896,-0.00847525416926996,0.232660758888607,1,-0.667867876790368,-0.277003328152576,-0.506457648597651,-0.45220621291269,0.400072462883948,-0.266027966731003,0.219579646134506,0.0581849640710236,-0.257956932071022,0.0774541455013871
"rel_bio_TL2",0.0432115367635096,0.0056660619824189,0.018024147348669,-0.302334164336211,-0.299394670653934,0.312715636521949,-0.0868883818176863,-0.261806144216431,-0.582287762614392,0.0977341964814473,-0.10258489137432,-0.120692176954208,-0.40513651721311,0.112735187666416,0.399808854829516,-0.430211615579771,-0.347038261908018,-0.473243432224411,-0.667867876790368,1,0.163929911162863,-0.0887390666483746,0.049561860325056,-0.122854455365124,0.28595159496005,-0.535564425910242,-0.162315504747546,-0.13175613587846,-0.200208090201206
"rel_bio_TL3",0.111616061901902,0.328780752985988,0.184608184767928,-0.024559583283872,-0.0261961689378087,0.417229579279665,-0.00633223762679037,0.410362931606696,-0.210137857575102,-0.151062287139205,-0.300702374966273,0.108877211883557,-0.0190787026367988,0.396433699251846,0.310845706361647,-0.0178889388398076,0.288338280382239,0.226520587691125,-0.277003328152576,0.163929911162863,1,-0.0860770240418462,-0.294775632904509,-0.147647721842086,0.147681868818804,-0.168812899697867,0.312577239518031,-0.295679176865857,0.0611638397326473
"rel_bio_TL4",0.456621146100353,0.416232079687178,-0.227312506912884,0.174722778234769,0.109841645772547,0.0820934539421184,-0.379049820010534,0.368370406262442,-0.0426137396490768,0.524762644033254,0.057309697046502,0.013987417162414,-0.125701468548596,-0.463468032384328,-0.51226151286671,0.0684572227686979,0.224745849705037,0.020395056353821,-0.506457648597651,-0.0887390666483746,-0.0860770240418462,1,0.126243930387672,-0.465418037449243,0.00398496117606317,0.312711475818794,-0.00305271670921204,0.392615341850767,-0.0695375104701639
"rel_bio_TL5",-0.17126557094196,-0.22393848468975,-0.0196082869229356,0.200447940919199,0.14454227317394,0.0525065201989454,-0.267344657943227,-0.121602404712542,0.00844906863726631,0.292304782658394,0.922334995387175,0.2102363982347,-0.0292484077296931,-0.0233001062824446,-0.00631741441051622,-0.0282062329575577,0.0138753606615928,-0.0511094635797453,-0.45220621291269,0.049561860325056,-0.294775632904509,0.126243930387672,1,-0.0450682565111693,0.0658758811376191,0.0276118715707717,-0.140228817155946,0.515842991104448,0.142541889659528
"Herb_density",-0.105878479740701,-0.114852752105616,0.132703544061258,0.184976398862889,0.203869320858652,-0.358587227449754,0.716726505609526,0.208214556811021,0.311877458866934,-0.447208606750268,0.185671958939672,-0.189271356045119,0.719634622653962,-0.105472461195288,-0.153758510331485,0.563323577730616,-0.122279088545873,0.120180875896746,0.400072462883948,-0.122854455365124,-0.147647721842086,-0.465418037449243,-0.0450682565111693,1,0.133549430659195,0.406702462294408,-0.102361453472299,0.0446136937206973,-0.161091741685166
"InvMob_density",-0.0615437359160373,0.078533276884364,0.187948992913365,-0.486945622577777,-0.053655759708326,0.0587840050079454,-0.138943830058629,0.30752160180775,0.10305835803791,-0.134064747586285,-0.00397556888867346,-0.0569160607461134,0.0312672961784854,-0.153018997663843,-0.0709143713841511,0.301744330633195,0.0124650970901385,-0.0283299486502956,-0.266027966731003,0.28595159496005,0.147681868818804,0.00398496117606317,0.0658758811376191,0.133549430659195,1,0.0764187510545197,0.159798093075246,0.143904645232196,-0.0247955963512176
"Omnivr_density",0.162468737991482,0.214230508714956,0.129733307439418,0.330950202689416,0.380628427059781,-0.307255436293044,0.183480408837868,0.614130647704929,0.731125305008426,0.018942003872569,0.253169104357228,-0.0249864785737374,0.685416792444419,-0.583710594073664,-0.82987962527102,0.867687728837352,0.36680373858991,0.453705204614633,0.219579646134506,-0.535564425910242,-0.168812899697867,0.312711475818794,0.0276118715707717,0.406702462294408,0.0764187510545197,1,0.122853369099448,0.389383261827583,0.0236464175407808
"Plktiv_density",0.0936691459508988,0.199290441356689,0.253180656517719,-0.100738437150174,-0.0875251961199639,0.255582297355212,0.00441858430979667,0.456281314906663,0.228212772734421,0.0220110937819684,-0.136016428215784,-0.163093062265754,0.218171266817038,0.0229633153286974,-0.214668896988805,0.475377991622982,0.493439949869382,0.504231162738749,0.0581849640710236,-0.162315504747546,0.312577239518031,-0.00305271670921204,-0.140228817155946,-0.102361453472299,0.159798093075246,0.122853369099448,1,-0.0265438867051446,0.0190922057464704
"FisCep_density",-0.0982059764506072,-0.0589365036854529,0.0265097185517886,0.38798786762636,0.103819281030897,0.0206384251354081,-0.150090888856076,0.350426166264066,0.121936916078484,0.130784697372041,0.583341151429967,0.0633327985110684,0.178902518309597,-0.338725560682629,-0.381167365317905,0.306487756626657,0.0693010220981449,0.0441048392279184,-0.257956932071022,-0.13175613587846,-0.295679176865857,0.392615341850767,0.515842991104448,0.0446136937206973,0.143904645232196,0.389383261827583,-0.0265438867051446,1,0.00271058455925622
"InvSes_density",-0.203646019563529,-0.129892132758395,0.492003740869111,0.0240335167073162,0.391630224993979,-0.315944599401468,-0.0344826193100184,-0.0876305056339613,-0.0257902922566294,0.139692390636873,0.108299093956098,0.928807308162858,-0.0066743417191089,0.199597760859564,0.0420007839547412,-0.00665462671893823,0.334403485073754,0.283174667396228,0.0774541455013871,-0.200208090201206,0.0611638397326473,-0.0695375104701639,0.142541889659528,-0.161091741685166,-0.0247955963512176,0.0236464175407808,0.0190922057464704,0.00271058455925622,1
