"","site.name","Date_collected","Month","Year","Motu.x","Purpose","Side","Site","Transect","Distance_to_shore","Collected_by","GPS_name","Longitude","Latitude","vial","N15","C13","N_percent","C_percent","Notes","Motu.y","Exposure","breeding_biomass_kgha_100m","breeding_biomass_kgha_200m","breeding_biomass_kgha_side","breeding_biomass_kgha_motu","breeding_density_ha_100m","breeding_density_ha_200m","breeding_density_ha_side","breeding_density_ha_motu","adult_biomass_kgha_100m","adult_biomass_kgha_200m","adult_biomass_kgha_side","adult_biomass_kgha_motu","adult_density_ha_100m","adult_density_ha_200m","adult_density_ha_side","adult_density_ha_motu"
"32","Reiono_Exposed","5-Nov-21","Nov",2021,"Reiono","Transect","windward","Exposed","c","40","Hannah Epstein (OSU)",289,-149.54372,-17.04553,"RE2 TC40 05/11/21",4.64,-8.55,0.31,28.72,NA,"Reiono","Exposed",78,51.09,115.353333333333,166.203157894737,80,70,122.222222222222,177.894736842105,78,112.08,75.5422222222222,233.829473684211,80,100,97.7777777777778,270.526315789474
"33","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","a","10","Hannah Epstein (OSU)",293,-149.54781,-17.04528,"RE1 Ta10 10/11/21",10.66,-8.88,0.61,25.53,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"34","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","a","20","Hannah Epstein (OSU)",294,-149.54791,-17.04528,"RE1 Ta20 10/11/21",8.62,-7.45,0.59,26.2,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"35","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","a","30","Hannah Epstein (OSU)",295,-149.54802,-17.04528,"RE1 Ta30 10/11/21",6.63,-7.86,0.42,27.34,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"36","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","a","40","Hannah Epstein (OSU)",296,-149.5481,-17.04526,"RE1 Ta40 10/11/21",6.18,-8.22,0.57,27.45,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"37","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","b","10","Hannah Epstein (OSU)",299,-149.54778,-17.04634,"RE1 Tb10 10/11/21",8.65,-7.06,0.61,26.14,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"38","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","b","20","Hannah Epstein (OSU)",300,-149.54784,-17.04631,"RE1 Tb20 10/11/21",7.5,-8.53,0.48,26.78,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"39","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","b","30","Hannah Epstein (OSU)",301,-149.54796,-17.04633,"RE1 Tb30 10/11/21",7.28,-8.92,0.58,26.37,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"40","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","b","40","Hannah Epstein (OSU)",302,-149.54805,-17.0463,"RE1 Tb40 10/11/21",5.15,-8.04,0.36,26.7,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"41","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","c","10","Hannah Epstein (OSU)",305,-149.54765,-17.04688,"RE1 Tc10 10/11/21",9.43,-8.02,0.49,25.77,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"42","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","c","20","Hannah Epstein (OSU)",306,-149.54776,-17.04686,"RE1 Tc20 10/11/21",7.99,-7.19,0.56,26.41,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"43","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","c","30","Hannah Epstein (OSU)",307,-149.54784,-17.04684,"RE1 Tc30 10/11/21",7.07,-9.46,0.49,26.18,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"44","Reiono_Protected","10-Nov-21","Nov",2021,"Reiono","Transect","leeward","Protected","c","40","Hannah Epstein (OSU)",308,-149.54794,-17.04684,"RE1 Tc40 10/11/21",6.68,-7.91,0.48,27.15,NA,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"45","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","a","10","Hannah Epstein (OSU)",332,-149.55611,-17.03311,"RM2 Ta10 11/11/21",6.35,-9.01,0.41,26.31,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"46","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","a","20","Hannah Epstein (OSU)",333,-149.55606,-17.0332,"RM2 Ta20 11/11/21",6.09,-9.11,0.5,26.38,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"47","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","a","30","Hannah Epstein (OSU)",334,-149.556,-17.03325,"RM2 Ta30 11/11/21",5.33,-9.5,0.44,27.63,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"48","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","a","40","Hannah Epstein (OSU)",335,-149.55594,-17.0332,"RM2 Ta40 11/11/21",5.78,-8.69,0.5,26.05,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"49","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","b","10","Hannah Epstein (OSU)",338,-149.55591,-17.03298,"RM2 Tb10 11/11/21",5.66,-8.25,0.4,28.58,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"50","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","b","20","Hannah Epstein (OSU)",339,-149.55588,-17.03306,"RM2 Tb20 11/11/21",6.57,-9.28,0.48,25.42,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"51","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","b","30","Hannah Epstein (OSU)",340,-149.55582,-17.03312,"RM2 Tb30 11/11/21",6.19,-9.4,0.5,26.47,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"52","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","b","40","Hannah Epstein (OSU)",341,-149.55576,-17.0332,"RM2 Tb40 11/11/21",6.34,-8.95,0.49,26.92,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"53","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","c","10","Hannah Epstein (OSU)",342,-149.55576,-17.03278,"RM2 Tc10 11/11/21",7.93,-8.62,0.48,26.58,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"54","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","c","20","Hannah Epstein (OSU)",343,-149.55569,-17.03285,"RM2 Tc20 11/11/21",6.6,-9.22,0.54,26.21,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"55","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","c","30","Hannah Epstein (OSU)",344,-149.5556,-17.03291,"RM2 Tc30 11/11/21",6.71,-9.11,0.53,26.34,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"56","Rimatuu_Exposed","2-Nov-21","Nov",2021,"Rimatuu","Transect","windward","Exposed","c","40","Hannah Epstein (OSU)",345,-149.55554,-17.03296,"RM2 Tc40 11/11/21",6.96,-9.24,0.57,26.33,NA,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"57","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","a","10","Hannah Epstein (OSU)",313,-149.56067,-17.02838,"RM1 Ta10 07/11/21",3.51,-7.91,0.35,29.65,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"58","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","a","20","Hannah Epstein (OSU)",314,-149.56076,-17.02839,"RM1 Ta20 07/11/21",3.37,-7.69,0.34,28.31,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"59","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","a","30","Hannah Epstein (OSU)",315,-149.56085,-17.0284,"RM1 Ta30 07/11/21",3.51,-6.93,0.45,28.33,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"60","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","a","40","Hannah Epstein (OSU)",316,-149.56096,-17.0284,"RM1 Ta40 07/11/21",3.25,-7.56,0.34,29.24,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"61","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","b","10","Hannah Epstein (OSU)",319,-149.56068,-17.02868,"RM1 Tb10 07/11/21",4.07,-7.17,0.47,28.32,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"62","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","b","20","Hannah Epstein (OSU)",320,-149.56081,-17.02868,"RM1 Tb20 07/11/21",3.4,-7.72,0.45,28.18,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"63","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","b","30","Hannah Epstein (OSU)",321,-149.5609,-17.02867,"RM1 Tb30 07/11/21",3.33,-7.88,0.35,30.09,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"64","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","b","40","Hannah Epstein (OSU)",322,-149.56099,-17.02867,"RM1 Tb40 07/11/21",3.15,-7.59,0.37,28.92,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"65","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","c","10","Hannah Epstein (OSU)",325,-149.5607,-17.029,"RM1 Tc10 07/11/21",3.8,-7.62,0.41,27.88,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"66","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","c","20","Hannah Epstein (OSU)",326,-149.56079,-17.02899,"RM1 Tc20 07/11/21",3.56,-7.7,0.43,29.46,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"67","Rimatuu_Protected","7-Nov-21","Nov",2021,"Rimatuu","Transect","leeward","Protected","c","30","Hannah Epstein (OSU)",327,-149.56091,-17.029,"RM1 Tc30 07/11/21",3.45,-8.31,0.38,29.16,NA,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
