"","coral.mean.richness","coral.mean.shannon","coral.mean.faithPD","coral.mean.evenness","coral.mean.aestuariicella","coral.mean.Ca.amoebophilus","coral.mean.glaciecola","coral.mean.neptuniibacter","coral.mean.porticoccus","coral.mean.woesearchaeales","coral.mean.alteromonadaceae","coral.mean.endozoicomonas","coral.mean.litoricola","coral.mean.betadisp","water.mean.richness","water.mean.shannon","water.mean.faithPD","water.mean.evenness","water.mean.rhodospirillales_aegean169","water.mean.SAR11.cladeIa","water.mean.SAR11.CladeIb","water.mean.SAR11.CladeII","water.mean.SAR116","water.mean.SAR86","water.mean.alteromonadaceae","water.mean.litoricola","water.mean.Synechococcus","water.mean.Prochlorococcus","water.mean.betadisp","N.15_at_10m","N.15_at_20m","N.15_at_30m","N.15_at_40m","breeding_biomass_kgha_100m","breeding_biomass_kgha_200m","breeding_biomass_kgha_side","breeding_biomass_kgha_motu","breeding_density_ha_100m","breeding_density_ha_200m","breeding_density_ha_side","breeding_density_ha_motu","adult_biomass_kgha_100m","adult_biomass_kgha_200m","adult_biomass_kgha_side","adult_biomass_kgha_motu","adult_density_ha_100m","adult_density_ha_200m","adult_density_ha_side","adult_density_ha_motu"
"coral.mean.alteromonadaceae",0.903432352184687,0.974293314088774,0.894340203150809,0.863133465673016,-0.399144203833406,0.554145743687724,0.976686873603607,0.976686873603607,0.0278573341598766,-0.4544720630771,1,-0.91276452265633,0.781728988262369,0.333099696703729,-0.478532078598955,-0.623475386664786,-0.433804566727288,-0.741545916668624,-0.739370300426984,-0.351439758935994,-0.638778461350321,-0.662207769917391,-0.372173923018617,-0.666944879863599,0.951231744408053,0.658207860677296,0.136978789848859,-0.637672872462912,0.69430434946353,0.161040192976899,0.186205673047349,0.247096894478318,0.306583003102267,0.249484650821452,0.345928610358351,0.120159348260104,0.599611030101004,0.526294822234602,0.793606360366768,0.602132093480161,0.736184194279889,0.327123398212886,0.305494048836282,0.560792681932071,0.68155574204345,0.478277684920932,0.539265450981751,0.666632231261727,0.722035230325179
"coral.mean.endozoicomonas",-0.957709866746995,-0.97129336840986,-0.956126301583776,-0.723401637254647,0.277344166819135,-0.744639728562437,-0.892782403360144,-0.892782403360144,-0.29593065595123,0.0965955264929164,-0.91276452265633,1,-0.734078755677145,-0.642353167703725,0.380202015840625,0.524065429553043,0.3470623788289,0.629271405081779,0.722060473418255,0.364690433273854,0.636199219999258,0.650906157376984,0.405930510944786,0.705892989588699,-0.876842353435202,-0.621888133957831,-0.148054643206061,0.706168892802048,-0.698690751851782,-0.516776390660273,-0.540477817219182,-0.602081083557712,-0.876684393669887,-0.294588365203158,-0.386877303986456,-0.323040108221511,-0.749887247463466,-0.542013289094274,-0.7633967868319,-0.70334854084445,-0.787755695187002,-0.349861833930032,-0.356193871047411,-0.72456786270194,-0.781837328448697,-0.488835257462804,-0.55453640455794,-0.793489368895096,-0.788340978570026
"coral.mean.litoricola",0.862723917623437,0.827602568951418,0.830927161794411,0.678211865067421,-0.484617084979749,0.218582691037754,0.631199114236751,0.631199114236751,-0.147839884372083,-0.124045476646719,0.781728988262369,-0.734078755677145,1,0.382196719976224,-0.87271675157808,-0.955227263751385,-0.865155318086336,-0.98116467391657,-0.980950973013828,0.294903106285278,-0.973005859248691,-0.982282752843466,0.212124677430863,-0.959682059602803,0.935916693364187,0.983825238344295,0.723761364420873,-0.948482355235713,0.132830922333312,0.399727894803246,0.382187181939615,0.374320794455409,0.299132257695228,0.792588517269019,0.847312294097171,0.597346757820914,0.761005441349365,0.936428769655318,0.995442573953441,0.90711711774477,0.938484826217677,0.842327408895204,0.823534322621515,0.767560492496641,0.867206332232703,0.919097976012655,0.939343085158451,0.831288868084064,0.919957387802041
"coral.mean.betadisp",0.60665838309716,0.52176129705416,0.611972215002581,0.254261274797625,0.0501636189576683,0.462110865422563,0.293237097603641,0.293237097603641,0.354914992511477,0.406629453298555,0.333099696703729,-0.642353167703725,0.382196719976224,1,-0.246051030098824,-0.247277431083584,-0.235087572464233,-0.243547720082764,-0.365628776558678,-0.104671182767541,-0.393274957766858,-0.385060560907577,-0.157404250477751,-0.484195572243104,0.373568746820262,0.366855334385791,0.196848502509932,-0.556765420991336,0.345676954341823,0.810422120890547,0.897586307129045,0.950498526184454,0.996743335335917,0.297032684586959,0.327005657733543,0.422116028129418,0.487983151105171,0.374568077874229,0.389895251276006,0.512914678447168,0.453904026720156,0.30222577234117,0.326512725593882,0.545712999455539,0.477617747575616,0.351291995157737,0.363655932157107,0.555343617089357,0.462360016123826
"water.mean.richness",-0.606782650169028,-0.525413461097661,-0.578364884869408,-0.413538738551434,0.269599855473135,0.267568456240854,-0.285952004018308,-0.285952004018308,0.539831418919345,0.153339164044499,-0.478532078598955,0.380202015840625,-0.87271675157808,-0.246051030098824,1,0.973235047327753,0.996829543733758,0.924873718802823,0.804033546410953,-0.607204386235958,0.86940769318727,0.891411002313686,-0.590560927179543,0.800177721740026,-0.703695867381906,-0.924083814430192,-0.848246278494509,0.811327048948548,0.225148142671175,-0.208567335319175,-0.197715116002322,-0.186032714216607,-0.220386130577583,-0.853545544558863,-0.865365169937448,-0.520030402553402,-0.515997042351664,-0.898667410027219,-0.842582163911276,-0.723586777749209,-0.739448877106619,-0.886966620269413,-0.84233271737864,-0.466437292630558,-0.642715815377923,-0.903083872931877,-0.88033876370631,-0.522551471005721,-0.712706881027773
"water.mean.shannon",-0.71909850972269,-0.659395660827063,-0.687049864863864,-0.536829697678715,0.392312265396695,0.0750904227564084,-0.442777637022862,-0.442777637022862,0.3974740091892,0.163983423232876,-0.623475386664786,0.524065429553043,-0.955227263751385,-0.247277431083584,0.973235047327753,1,0.969849864482491,0.985225348269776,0.911212752778378,-0.50409535301135,0.942178869044821,0.959746430354276,-0.457394936873732,0.889489521673496,-0.825781498532201,-0.978690502429944,-0.826719907138735,0.884497569180181,0.0986017290850406,-0.261171866920587,-0.235567121636481,-0.219154164873926,-0.177612020396517,-0.856683772544385,-0.887512499455366,-0.568736460639394,-0.638632579716797,-0.944114764816044,-0.936766318210996,-0.822145592440877,-0.849898876812673,-0.89826331561869,-0.86317115315188,-0.607265811133535,-0.760825134911701,-0.939822115592922,-0.936418191056904,-0.666964547145663,-0.825779916833822
"water.mean.faithPD",-0.577475520839122,-0.487188183795985,-0.546609859861864,-0.374444963806475,0.284866813783868,0.277410988435748,-0.234397342789198,-0.234397342789198,0.513983233421591,0.0918785431058721,-0.433804566727288,0.3470623788289,-0.865155318086336,-0.235087572464233,0.996829543733758,0.969849864482491,1,0.91461734311004,0.808548666237651,-0.65981432453207,0.879565912080579,0.89731989137728,-0.629885580978123,0.810052698619455,-0.674513173210849,-0.926663253664837,-0.887427448227891,0.82073135999275,0.285228892197706,-0.240299558773757,-0.220163887988517,-0.197019928663543,-0.219753186701375,-0.888834460097238,-0.895898018386112,-0.572376866740223,-0.528281981765908,-0.915490452633302,-0.836142452593931,-0.741963558422226,-0.742214434585577,-0.916735784444534,-0.876796882980502,-0.491196862835927,-0.650144204109472,-0.923332804505328,-0.898345667853953,-0.537250897161191,-0.716876396306803
"water.mean.evenness",-0.793358092221284,-0.760459058991043,-0.762533214555883,-0.639910280887525,0.443566330420808,-0.0573312238260011,-0.582315639877239,-0.582315639877239,0.323785365163053,0.236620937009833,-0.741545916668624,0.629271405081779,-0.98116467391657,-0.243547720082764,0.924873718802823,0.985225348269776,0.91461734311004,1,0.941407213727442,-0.364379421952965,0.942937901905291,0.961553595028345,-0.314251849343594,0.902274124640755,-0.905092148596525,-0.975028378287006,-0.740726276356555,0.886943962026019,-0.0489470276802855,-0.244246891288881,-0.219976398087597,-0.213041308933926,-0.134982601068391,-0.788647243350373,-0.835560548707522,-0.519500211241195,-0.676907901873667,-0.919834640506406,-0.969286033406554,-0.833057010791962,-0.884629027205251,-0.840164220079793,-0.807016479623577,-0.645448391727409,-0.797824692006256,-0.906689818245133,-0.918035010828442,-0.716528098449338,-0.861293252861755
"water.mean.rhodospirillales_aegean169",-0.828685906948541,-0.792677211177318,-0.790976925558408,-0.650796467581741,0.569217153232867,-0.305237163199792,-0.590853143934625,-0.590853143934625,-0.00380787464025026,0.000859193934004185,-0.739370300426984,0.722060473418255,-0.980950973013828,-0.365628776558678,0.804033546410953,0.911212752778378,0.808548666237651,0.941407213727442,1,-0.314558155695038,0.984835605288193,0.980774669778112,-0.187357787056624,0.984487030572209,-0.901685069198292,-0.969003082600746,-0.746504166795661,0.965195209754541,-0.0942720597165497,-0.483072558680714,-0.447000412007857,-0.415416011017151,-0.268983541074518,-0.81816953816425,-0.871968899175776,-0.693687292914853,-0.808483338156497,-0.944389779325511,-0.983791371672919,-0.953059442814225,-0.954458155808502,-0.860039812991912,-0.857322375715259,-0.861115472353534,-0.898719239931572,-0.930203095158694,-0.955388630385215,-0.905434558073098,-0.940629829824859
"water.mean.SAR11.cladeIa",-0.1306500157528,-0.281038195663965,-0.162235866159289,-0.315104049320562,-0.0879441868264284,-0.627938144154128,-0.541709122242751,-0.541709122242751,-0.415860426411277,0.368187431379373,-0.351439758935994,0.364690433273854,0.294903106285278,-0.104671182767541,-0.607204386235958,-0.50409535301135,-0.65981432453207,-0.364379421952965,-0.314558155695038,1,-0.451760963358197,-0.441557909896072,0.943801838981146,-0.363177470269289,-0.0513069909177721,0.457541298388119,0.86116512855329,-0.380605452385064,-0.900194922416682,0.180764546563957,0.100423715154908,-0.00150497075513705,0.0928081483170164,0.779613509968321,0.712876979167131,0.620884126873039,0.168018983973663,0.575374966888263,0.267897436551275,0.37141344984969,0.248257132165505,0.740117223373642,0.731683077183273,0.186711240370764,0.213248714409893,0.622601662197853,0.558239909955629,0.129934084774363,0.238521098659519
"water.mean.SAR11.CladeIb",-0.774147518554113,-0.711890093564719,-0.734732149449673,-0.568408603194576,0.525463023325974,-0.177077523011453,-0.466735370337416,-0.466735370337416,0.0729466278626946,-0.0653922584140031,-0.638778461350321,0.636199219999258,-0.973005859248691,-0.393274957766858,0.86940769318727,0.942178869044821,0.879565912080579,0.942937901905291,0.984835605288193,-0.451760963358197,1,0.99469374302415,-0.32613441919903,0.988905424337163,-0.841066697129521,-0.989745513155369,-0.840318348950237,0.981341319746708,0.03975125948544,-0.510755208927153,-0.478484217194189,-0.439511467564477,-0.324763271889713,-0.895294991965777,-0.934243221762601,-0.746059748234058,-0.776879514793371,-0.982380466491265,-0.967861469182442,-0.955474050860746,-0.932617267183703,-0.928959102659549,-0.923408204157857,-0.833566036384791,-0.871795707264269,-0.97676807389937,-0.986927325746132,-0.869533749555271,-0.917202255757998
"water.mean.SAR11.CladeII",-0.802977706213903,-0.732042266454484,-0.769287919410863,-0.548807984393317,0.452669438532765,-0.161084936727263,-0.490511827999944,-0.490511827999944,0.13323651423478,-0.0318421236004126,-0.662207769917391,0.650906157376984,-0.982282752843466,-0.385060560907577,0.891411002313686,0.959746430354276,0.89731989137728,0.961553595028345,0.980774669778112,-0.441557909896072,0.99469374302415,1,-0.348279435162939,0.976089682796993,-0.859598276342428,-0.995055971628992,-0.829172634096378,0.971358909951071,0.0294044904017452,-0.484777948858164,-0.444791629931477,-0.416951881883107,-0.319850565875508,-0.890200258382419,-0.93081170254274,-0.724867607400429,-0.797429030008042,-0.985150029380925,-0.980692363947224,-0.947944233164551,-0.948493629055588,-0.924574023226961,-0.913627782123494,-0.80477856257095,-0.890190677385722,-0.974650403170602,-0.986807449350111,-0.844053364898245,-0.933879988552653
"water.mean.SAR116",-0.138903840158317,-0.314144200506501,-0.148939495612639,-0.452848458994803,0.202929226891518,-0.722089065193291,-0.546801226151485,-0.546801226151485,-0.605495673642937,0.273659683646584,-0.372173923018617,0.405930510944786,0.212124677430863,-0.157404250477751,-0.590560927179543,-0.457394936873732,-0.629885580978123,-0.314251849343594,-0.187357787056624,0.943801838981146,-0.32613441919903,-0.348279435162939,1,-0.214709167935086,-0.101713185147986,0.366727624847024,0.750788887038487,-0.245066125755591,-0.887499078178434,0.0548370588018862,-0.0419528298666855,-0.106187059271446,0.0524864606761318,0.678187241733134,0.609072068058289,0.481973685538155,0.134548837807563,0.480522046953287,0.194298838016068,0.241394350079108,0.185934576182562,0.635564804935605,0.610694500026424,-0.00027457983123114,0.163940754207827,0.515325570659819,0.452430280761522,-0.0521818707959622,0.179907632085472
"water.mean.SAR86",-0.807831481473828,-0.753718337445489,-0.768338817060779,-0.606524441834161,0.556179634969255,-0.299795300916468,-0.509966856015166,-0.509966856015166,-0.0615051945441087,-0.1206595362906,-0.666944879863599,0.705892989588699,-0.959682059602803,-0.484195572243104,0.800177721740026,0.889489521673496,0.810052698619455,0.902274124640755,0.984487030572209,-0.363177470269289,0.988905424337163,0.976089682796993,-0.214709167935086,1,-0.84945287394442,-0.964128901034167,-0.785751284287581,0.994265019247841,-0.0503286347083287,-0.596265049059005,-0.575792293699395,-0.539473992214415,-0.419390385146829,-0.854499667653758,-0.90017750605165,-0.759192300811566,-0.803405915380238,-0.955871967202786,-0.958628746229076,-0.973809724515252,-0.938893612853211,-0.888665053389695,-0.892879681597129,-0.893692156473842,-0.88799725567397,-0.946982672009631,-0.964228185095111,-0.927493563508962,-0.926468201639044
"water.mean.alteromonadaceae",0.936649335720978,0.95874632548388,0.916101222597613,0.820335109161108,-0.460455128800744,0.417231811149971,0.863437546370749,0.863437546370749,-0.0634391293220872,-0.321049461805108,0.951231744408053,-0.876842353435202,0.935916693364187,0.373568746820262,-0.703695867381906,-0.825781498532201,-0.674513173210849,-0.905092148596525,-0.901685069198292,-0.0513069909177721,-0.841066697129521,-0.859598276342428,-0.101713185147986,-0.84945287394442,1,0.858235626269469,0.435352375487092,-0.827415842887603,0.455964061075853,0.284624394411,0.289368932137515,0.320316513317494,0.294667004929094,0.532844840339432,0.614265437626145,0.361373055217205,0.714821212659752,0.760249015026486,0.940491312430121,0.787039747495332,0.879765428353611,0.601269207886549,0.57928196471928,0.692776258906977,0.813640873314231,0.724400588463765,0.768804757568867,0.784205353487734,0.862604998446983
"water.mean.litoricola",0.782139398705644,0.720112774337201,0.74659173935934,0.574838609903298,-0.46531901221807,0.0916791636196827,0.482577501857587,0.482577501857587,-0.203430803236696,-0.0328639977389391,0.658207860677296,-0.621888133957831,0.983825238344295,0.366855334385791,-0.924083814430192,-0.978690502429944,-0.926663253664837,-0.975028378287006,-0.969003082600746,0.457541298388119,-0.989745513155369,-0.995055971628992,0.366727624847024,-0.964128901034167,0.858235626269469,1,0.833507536102211,-0.959834829726645,-0.037463238395282,0.426055468312713,0.400683720706172,0.37564887889537,0.300167699389666,0.882907381998837,0.920987262594789,0.675548162083295,0.736941458694773,0.978035402643627,0.973460749321318,0.915841009757924,0.916934900913924,0.921543046376138,0.903285726508126,0.754192305202968,0.844095744581763,0.971093239010514,0.976938017067339,0.802928773177409,0.897875851087606
"water.mean.Synechococcus",0.363074007849087,0.231078316328753,0.32193479041582,0.117907513708851,-0.343413153718267,-0.258485404756493,-0.0755095251948662,-0.0755095251948662,-0.258881395874837,0.302633058023588,0.136978789848859,-0.148054643206061,0.723761364420873,0.196848502509932,-0.848246278494509,-0.826719907138735,-0.887427448227891,-0.740726276356555,-0.746504166795661,0.86116512855329,-0.840318348950237,-0.829172634096378,0.750788887038487,-0.785751284287581,0.435352375487092,0.833507536102211,1,-0.795345674824395,-0.567806669195826,0.441248846711621,0.375564495079342,0.291075259304334,0.252681756708939,0.984858901144993,0.965811793334162,0.822535016431696,0.555599268984086,0.906500608884633,0.70587055753002,0.777827103547088,0.682395189516372,0.977514771546056,0.972738392791203,0.605420171908157,0.631660408042502,0.931858106366997,0.898772341651446,0.587209649597888,0.669250759725156
"water.mean.Prochlorococcus",-0.815018619738881,-0.743313375831433,-0.7792060680275,-0.563046040818093,0.486581048036334,-0.282467194178045,-0.476750463999617,-0.476750463999617,-0.0497978700558832,-0.168631778685062,-0.637672872462912,0.706168892802048,-0.948482355235713,-0.556765420991336,0.811327048948548,0.884497569180181,0.82073135999275,0.886943962026019,0.965195209754541,-0.380605452385064,0.981341319746708,0.971358909951071,-0.245066125755591,0.994265019247841,-0.827415842887603,-0.959834829726645,-0.795345674824395,1,-0.0350397635237302,-0.645511795614309,-0.63097678365243,-0.601593804924906,-0.511263444054636,-0.86675447143605,-0.908495012377407,-0.776774080255987,-0.809672841370021,-0.958967437943559,-0.947311467322834,-0.974633412737362,-0.935190881803888,-0.896755673888956,-0.90084415730822,-0.885518295586575,-0.889073561949014,-0.949582852621049,-0.963084014365515,-0.915843454969565,-0.924184859758673
"water.mean.betadisp",0.510239039442962,0.652829401963005,0.527127308814409,0.64897884447561,-0.129840792080916,0.714863901837713,0.821565198735115,0.821565198735115,0.352603757799093,-0.438484256645691,0.69430434946353,-0.698690751851782,0.132830922333312,0.345676954341823,0.225148142671175,0.0986017290850406,0.285228892197706,-0.0489470276802855,-0.0942720597165497,-0.900194922416682,0.03975125948544,0.0294044904017452,-0.887499078178434,-0.0503286347083287,0.455964061075853,-0.037463238395282,-0.567806669195826,-0.0350397635237302,1,0.00651447366023772,0.107070719447179,0.213417652942089,0.166395160636351,-0.459607551705407,-0.36932283950351,-0.397897801285949,0.115552712414927,-0.187244312800251,0.150003454824243,0.00296461291677199,0.129639487243903,-0.394909511305842,-0.396823218665546,0.128238214026516,0.124854102441827,-0.240100966248891,-0.171493156161426,0.220964487138781,0.128594970629917
"N.15_at_10m",0.504671701833486,0.365429559934695,0.496963756609376,0.0269568507293066,-0.0769159885449185,0.535031532107871,0.0854822489312169,0.0854822489312169,0.577582688054396,0.780050834620959,0.161040192976899,-0.516776390660273,0.399727894803246,0.810422120890547,-0.208567335319175,-0.261171866920587,-0.240299558773757,-0.244246891288881,-0.483072558680714,0.180764546563957,-0.510755208927153,-0.484777948858164,0.0548370588018862,-0.596265049059005,0.284624394411,0.426055468312713,0.441248846711621,-0.645511795614309,0.00651447366023772,1,0.974543620142727,0.948069962560476,0.817692995524093,0.541732990965829,0.556523035176757,0.81279785314122,0.72108806374921,0.530200517710832,0.435847622196122,0.710395290887927,0.591559906975481,0.51356899864142,0.573560319730045,0.79931016438779,0.663765184714351,0.516697911271098,0.536362009402952,0.738990628430357,0.614942277246468
