Date,Time,Motu,Site,Transect,Species,Size,Abundance,Area_m2,Density_ha,Biomass_ind_g,Biomass_kg_ha,Stage,a_FishBase,b_FishBase,Trophic_level,Trophic_level_se,Notes.x,Notes.y
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,9,1,150,66.66666667,7.770393731,0.518026249,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,7,1,150,66.66666667,3.610375668,0.240691711,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,7,1,150,66.66666667,3.610375668,0.240691711,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,7,1,150,66.66666667,3.610375668,0.240691711,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,7,1,150,66.66666667,3.610375668,0.240691711,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,6,1,150,66.66666667,2.256132934,0.150408862,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,7,1,150,66.66666667,3.610375668,0.240691711,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,6,1,150,66.66666667,2.256132934,0.150408862,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,7,1,150,66.66666667,3.610375668,0.240691711,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,7,1,150,66.66666667,3.610375668,0.240691711,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,6,1,150,66.66666667,2.256132934,0.150408862,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,7,1,150,66.66666667,3.610375668,0.240691711,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,6,1,150,66.66666667,2.256132934,0.150408862,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,7,1,150,66.66666667,3.610375668,0.240691711,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,9,1,150,66.66666667,7.770393731,0.518026249,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,10,1,150,66.66666667,10.71527624,0.714351749,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),1,Thalassoma hardwicke,9,1,150,66.66666667,7.770393731,0.518026249,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Abudefduf septemfasciatus,16,1,60,166.6666667,111.875983,18.64599717,,0.02188,3.08,3,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Abudefduf septemfasciatus,16,1,60,166.6666667,111.875983,18.64599717,,0.02188,3.08,3,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Acanthurus guttatus,18,1,150,66.66666667,163.3286615,10.88857743,,0.03236,2.95,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Acanthurus lineatus,23,1,150,66.66666667,240.3081434,16.0205429,,0.02239,2.96,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Acanthurus nigrofuscus,17,1,150,66.66666667,110.7859772,7.385731816,,0.02455,2.97,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Acanthurus triostegus,12,1,150,66.66666667,37.53243458,2.502162305,,0.02399,2.96,2.8,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Acanthurus triostegus,13,1,150,66.66666667,47.5666505,3.171110033,,0.02399,2.96,2.8,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Acanthurus triostegus,15,1,150,66.66666667,72.65414139,4.843609426,,0.02399,2.96,2.8,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Acanthurus triostegus,14,1,150,66.66666667,59.23375075,3.948916717,,0.02399,2.96,2.8,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Acanthurus triostegus,14,1,150,66.66666667,59.23375075,3.948916717,,0.02399,2.96,2.8,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chaetodon auriga,15,1,150,66.66666667,82.16466243,5.477644162,,0.0257,2.98,3.7,0.3,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chaetodon auriga,17,1,150,66.66666667,119.3083691,7.953891272,,0.0257,2.98,3.7,0.3,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chaetodon auriga,15,1,150,66.66666667,82.16466243,5.477644162,,0.0257,2.98,3.7,0.3,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chlorurus spilurus,35,1,150,66.66666667,600.5537795,40.03691863,TP,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chlorurus spilurus,7,1,150,66.66666667,4.577968408,0.305197894,juvenile,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chlorurus spilurus,7,1,150,66.66666667,4.577968408,0.305197894,juvenile,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chlorurus spilurus,7,1,150,66.66666667,4.577968408,0.305197894,juvenile,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chlorurus spilurus,30,1,150,66.66666667,376.4463858,25.09642572,TP,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chrysiptera brownriggii,6,1,60,166.6666667,3.1212,0.5202,,0.01445,3,2.7,0.3,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chrysiptera brownriggii,8,1,60,166.6666667,7.3984,1.233066667,,0.01445,3,2.7,0.3,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chrysiptera brownriggii,5,1,60,166.6666667,1.80625,0.301041667,,0.01445,3,2.7,0.3,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Chrysiptera brownriggii,7,1,60,166.6666667,4.95635,0.826058333,,0.01445,3,2.7,0.3,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Ctenochaetus striatus,25,1,150,66.66666667,332.5365855,22.1691057,,0.02344,2.97,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Epinephelus merra,26,1,150,66.66666667,235.2647409,15.68431606,,0.01175,3.04,3.8,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Halichoeres hortulanus,18,1,150,66.66666667,70.57870484,4.705246989,,0.00933,3.09,3.4,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Halichoeres hortulanus,8,1,150,66.66666667,5.760095761,0.384006384,,0.00933,3.09,3.4,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Halichoeres trimaculatus,8,1,150,66.66666667,5.23776,0.349184,,0.01023,3,3.5,0.5,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Halichoeres trimaculatus,12,1,150,66.66666667,17.67744,1.178496,,0.01023,3,3.5,0.5,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Halichoeres trimaculatus,8,1,150,66.66666667,5.23776,0.349184,,0.01023,3,3.5,0.5,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Parupeneus barberinus,30,1,150,66.66666667,420.9655584,28.06437056,,0.01148,3.09,3.4,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Pomacentrus pavo,4,1,60,166.6666667,1.21331681,0.202219468,,0.02089,2.93,3,0.2,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Scarus psittacus,8,1,150,66.66666667,8.618763787,0.574584252,,0.01549,3.04,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Scarus psittacus,9,1,150,66.66666667,12.32959032,0.821972688,,0.01549,3.04,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Scarus psittacus,10,1,150,66.66666667,16.98444726,1.132296484,,0.01549,3.04,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Scarus psittacus,11,1,150,66.66666667,22.69264821,1.512843214,,0.01549,3.04,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Scarus psittacus,12,1,150,66.66666667,29.56394637,1.970929758,,0.01549,3.04,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Scarus psittacus,30,1,150,66.66666667,479.1814883,31.94543256,,0.01549,3.04,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Scarus psittacus,27,1,150,66.66666667,347.8542075,23.1902805,,0.01549,3.04,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Scarus psittacus,25,1,150,66.66666667,275.2891179,18.35260786,,0.01549,3.04,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Scarus psittacus,25,1,150,66.66666667,275.2891179,18.35260786,,0.01549,3.04,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Scarus psittacus,20,1,150,66.66666667,139.6955605,9.313037368,,0.01549,3.04,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Stegastes albifasciatus,7,1,60,166.6666667,6.71098147,1.118496912,,0.01995,2.99,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Stegastes albifasciatus,5,1,60,166.6666667,2.453935893,0.408989316,,0.01995,2.99,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Stegastes albifasciatus,8,1,60,166.6666667,10.00419069,1.667365115,,0.01995,2.99,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Stegastes albifasciatus,6,1,60,166.6666667,4.232677101,0.705446184,,0.01995,2.99,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Stegastes albifasciatus,6,1,60,166.6666667,4.232677101,0.705446184,,0.01995,2.99,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Stegastes albifasciatus,5,1,60,166.6666667,2.453935893,0.408989316,,0.01995,2.99,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Thalassoma hardwicke,12,1,150,66.66666667,18.68556232,1.245704155,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Thalassoma hardwicke,9,1,150,66.66666667,7.770393731,0.518026249,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Thalassoma hardwicke,10,1,150,66.66666667,10.71527624,0.714351749,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Thalassoma hardwicke,10,1,150,66.66666667,10.71527624,0.714351749,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Thalassoma hardwicke,10,1,150,66.66666667,10.71527624,0.714351749,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),2,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),3,Acanthurus nigrofuscus,14,1,150,66.66666667,62.23744599,4.149163066,,0.02455,2.97,2,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),3,Cephalopholis argus,28,1,150,66.66666667,311.6997567,20.77998378,,0.01202,3.05,4.5,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),3,Cephalopholis argus,42,1,150,66.66666667,1073.531528,71.56876851,,0.01202,3.05,4.5,0,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),3,Chaetodon ulietensis,12,1,150,66.66666667,36.81410162,2.454273441,,0.02239,2.98,2.7,0.2,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),3,Chaetodon ulietensis,13,1,150,66.66666667,46.73102247,3.115401498,,0.02239,2.98,2.7,0.2,,
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),3,Chlorurus spilurus,8,1,150,66.66666667,6.861015346,0.457401023,juvenile,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),3,Chlorurus spilurus,9,1,150,66.66666667,9.803486017,0.653565734,juvenile,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),3,Chlorurus spilurus,25,1,150,66.66666667,216.6626029,14.44417353,IP,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,14:59-16:35,Reiono,Protected (southwest),3,Chlorurus spilurus,27,1,150,66.66666667,273.5633639,18.2375576,IP,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
